"(row, OceanActionID)",sdg,sdg_count,trg,trg_count,sdg-trg,trg-sdg
"(525, '18139')",['08' '14' '16' '17'],4,['08' '14' '16'],3,['17'],[]
"(526, '17154')",['09' '12' '13' '14' '17'],5,['14'],1,['09' '12' '13' '17'],[]
"(537, '19504')",['01' '02' '03' '05' '06' '08' '10' '11' '14'],9,['14'],1,['01' '02' '03' '05' '06' '08' '10' '11'],[]
"(544, '19664')",['01' '02' '05' '08' '10' '12' '13' '14'],8,['14'],1,['01' '02' '05' '08' '10' '12' '13'],[]
"(554, '19148')",['02' '12' '14'],3,['14'],1,['02' '12'],[]
"(556, '19128')",['14' '15'],2,['14'],1,['15'],[]
"(557, '19123')",['14' '15'],2,['14'],1,['15'],[]
"(558, '19118')",['14' '15'],2,['14'],1,['15'],[]
"(560, '19133')",['14' '15'],2,['14'],1,['15'],[]
"(568, '16102')",['01' '02' '11' '12' '13' '14' '17'],7,['14'],1,['01' '02' '11' '12' '13' '17'],[]
"(573, '16685')",['01' '02' '08' '09' '12' '14' '17'],7,['14'],1,['01' '02' '08' '09' '12' '17'],[]
"(574, '19839')",['06' '11' '12' '14' '16' '17'],6,['14'],1,['06' '11' '12' '16' '17'],[]
"(575, '19914')",['01' '02' '05' '06' '08' '09' '11' '12' '13' '14' '17'],11,['14'],1,['01' '02' '05' '06' '08' '09' '11' '12' '13' '17'],[]
"(578, '15147')",['01' '02' '13' '14' '15'],5,['02' '13' '14' '15'],4,['01'],[]
"(581, '14594')",['02' '08' '12' '13' '14' '17'],6,['14'],1,['02' '08' '12' '13' '17'],[]
"(587, '17510')",['01' '02' '08' '12' '13' '14'],6,['14'],1,['01' '02' '08' '12' '13'],[]
"(607, '17546')",['01' '02' '03' '04' '05' '10' '13' '14' '16' '17'],10,['14'],1,['01' '02' '03' '04' '05' '10' '13' '16' '17'],[]
"(608, '16914')",['13' '14' '17'],3,['13' '14'],2,['17'],[]
"(609, '18385')",['01' '02' '08' '12' '14'],5,['01' '02' '12' '14'],4,['08'],[]
"(611, '18151')",['12' '14'],2,['14'],1,['12'],[]
"(620, '16030')",['02' '09' '12' '14' '17'],5,['14'],1,['02' '09' '12' '17'],[]
"(621, '16482')",['03' '06' '11' '12' '14'],5,['14'],1,['03' '06' '11' '12'],[]
"(627, '19984')",['02' '03' '05' '06' '08' '10' '12' '13' '14' '15'],10,['14'],1,['02' '03' '05' '06' '08' '10' '12' '13' '15'],[]
"(629, '19754')",['10' '12' '14' '17'],4,['10' '12' '14'],3,['17'],[]
"(630, '21364')",['01' '02' '03' '04' '05' '06' '07' '08' '09' '12' '13' '14' '15' '16' '17'],15,['14'],1,['01' '02' '03' '04' '05' '06' '07' '08' '09' '12' '13' '15' '16' '17'],[]
"(633, '18628')",['01' '02' '04' '08' '09' '10' '12' '13' '14' '17'],10,['14'],1,['01' '02' '04' '08' '09' '10' '12' '13' '17'],[]
"(635, '18190')",['04' '12' '14'],3,['14'],1,['04' '12'],[]
"(636, '20436')",['04' '12' '13' '14' '15' '17'],6,['04' '12' '13' '14' '17'],5,['15'],[]
"(641, '16565')",['12' '14'],2,['14'],1,['12'],[]
"(642, '19994')",['03' '09' '11' '12' '14'],5,['14'],1,['03' '09' '11' '12'],[]
"(647, '16110')",['01' '08' '09' '12' '13' '14' '17'],7,['14'],1,['01' '08' '09' '12' '13' '17'],[]
"(648, '18220')",['03' '08' '09' '14' '17'],5,['14'],1,['03' '08' '09' '17'],[]
"(649, '18226')",['01' '02' '03' '05' '08' '09' '14' '17'],8,['14'],1,['01' '02' '03' '05' '08' '09' '17'],[]
"(650, '16070')",['01' '02' '03' '05' '08' '12' '13' '14' '16' '17'],10,['14'],1,['01' '02' '03' '05' '08' '12' '13' '16' '17'],[]
"(660, '19554')",['02' '12' '14'],3,['14'],1,['02' '12'],[]
"(666, '18853')",['03' '04' '14'],3,['14'],1,['03' '04'],[]
"(667, '17526')",['13' '14' '17'],3,['14'],1,['13' '17'],[]
"(669, '17752')",['06' '14' '15'],3,['14'],1,['06' '15'],[]
"(670, '19088')",['01' '02' '03' '14' '15' '17'],6,['01' '02' '14' '15' '17'],5,['03'],[]
"(676, '16010')",['11' '13' '14' '17'],4,['14'],1,['11' '13' '17'],[]
"(678, '21400')","['01' '02' '03' '04' '05' '06' '07' '08' '09' '10' '11' '12' '13' '14' '15'
 '16' '17']",17,['14'],1,"['01' '02' '03' '04' '05' '06' '07' '08' '09' '10' '11' '12' '13' '15' '16'
 '17']",[]
"(701, '20560')",['01' '02' '03' '04' '05' '10' '12' '14' '15' '17'],10,['14'],1,['01' '02' '03' '04' '05' '10' '12' '15' '17'],[]
"(706, '18913')",['13' '14'],2,['14'],1,['13'],[]
"(712, '20334')",['04' '05' '14'],3,['14'],1,['04' '05'],[]
"(728, '20452')",['08' '11' '14' '17'],4,['08' '14' '17'],3,['11'],[]
"(731, '19335')",['14' '17'],2,['14'],1,['17'],[]
"(737, '20339')",['01' '02' '05' '06' '08' '09' '11' '12' '13' '14' '17'],11,['14'],1,['01' '02' '05' '06' '08' '09' '11' '12' '13' '17'],[]
"(738, '19949')",['01' '02' '03' '05' '06' '08' '12' '13' '14' '15'],10,['14'],1,['01' '02' '03' '05' '06' '08' '12' '13' '15'],[]
"(745, '15167')",['01' '02' '05' '06' '10' '14'],6,['14'],1,['01' '02' '05' '06' '10'],[]
"(746, '20412')",['01' '02' '05' '06' '08' '09' '11' '12' '13' '14' '17'],11,['14'],1,['01' '02' '05' '06' '08' '09' '11' '12' '13' '17'],[]
"(753, '18698')",['14' '15'],2,['14'],1,['15'],[]
"(757, '19724')",['12' '13' '14' '15'],4,['14'],1,['12' '13' '15'],[]
"(759, '20484')",['09' '14' '17'],3,['14'],1,['09' '17'],[]
"(761, '17170')",['01' '02' '13' '14' '15'],5,['01' '13' '14' '15'],4,['02'],[]
"(764, '19371')",['01' '02' '03' '05' '06' '07' '08' '09' '11' '13' '14' '15'],12,['14' '15'],2,['01' '02' '03' '05' '06' '07' '08' '09' '11' '13'],[]
"(775, '20528')",['13' '14' '15' '17'],4,['14' '15' '17'],3,['13'],[]
"(783, '15734')",['01' '08' '12' '13' '14'],5,['14'],1,['01' '08' '12' '13'],[]
"(793, '15334')",['01' '02' '08' '12' '13' '14' '17'],7,['14'],1,['01' '02' '08' '12' '13' '17'],[]
"(794, '18304')",['02' '03' '12' '14'],4,['14'],1,['02' '03' '12'],[]
"(795, '19383')",['01' '02' '03' '12' '14'],5,['01' '02' '12' '14'],4,['03'],[]
"(798, '18613')",['13' '14' '16' '17'],4,['13' '14' '17'],3,['16'],[]
"(800, '15509')",['01' '02' '14' '15'],4,['01' '14' '15'],3,['02'],[]
"(804, '15578')",['03' '14'],2,['14'],1,['03'],[]
"(807, '18283')",['01' '02' '08' '13' '14'],5,['14'],1,['01' '02' '08' '13'],[]
"(808, '18508')",['04' '08' '09' '14'],4,['08' '09' '14'],3,['04'],[]
"(809, '14995')",['01' '03' '04' '06' '09' '12' '13' '14'],8,['01' '09' '12' '13' '14'],5,['03' '04' '06'],[]
"(810, '16754')",['03' '14' '15' '16' '17'],5,['14'],1,['03' '15' '16' '17'],[]
"(811, '15187')",['03' '04' '12' '14'],4,['04' '12' '14'],3,['03'],[]
"(819, '20019')",['07' '13' '14'],3,['14'],1,['07' '13'],[]
"(829, '15047')",['14' '15'],2,['14'],1,['15'],[]
"(833, '15710')",['06' '12' '13' '14' '17'],5,['14'],1,['06' '12' '13' '17'],[]
"(841, '18803')",['04' '14'],2,['14'],1,['04'],[]
"(847, '16934')",['13' '14' '17'],3,['13' '14'],2,['17'],[]
"(850, '16150')",['01' '02' '03' '07' '08' '09' '10' '12' '14' '16' '17'],11,['14'],1,['01' '02' '03' '07' '08' '09' '10' '12' '16' '17'],[]
"(857, '18439')",['01' '02' '03' '06' '08' '10' '12' '13' '14' '15' '16' '17'],12,['14'],1,['01' '02' '03' '06' '08' '10' '12' '13' '15' '16' '17'],[]
"(865, '16410')",['01' '02' '12' '14'],4,['14'],1,['01' '02' '12'],[]
"(867, '18217')",['01' '02' '05' '08' '09' '14' '17'],7,['01' '05' '14'],3,['02' '08' '09' '17'],[]
"(876, '16246')",['01' '06' '11' '12' '13' '14' '15' '16'],8,['01' '06' '11' '12' '13' '14'],6,['15' '16'],[]
"(877, '19529')",['01' '02' '08' '10' '12' '13' '14'],7,['14'],1,['01' '02' '08' '10' '12' '13'],[]
"(890, '17518')",['06' '12' '14'],3,['14'],1,['06' '12'],[]
"(893, '19153')",['02' '12' '14'],3,['14'],1,['02' '12'],[]
"(905, '18244')",['02' '03' '14'],3,['14'],1,['02' '03'],[]
"(908, '20580')",['07' '09' '14'],3,['14'],1,['07' '09'],[]
"(909, '20648')",['01' '02' '09' '14'],4,['14'],1,['01' '02' '09'],[]
"(912, '15749')",['01' '02' '06' '13' '14' '15'],6,['14'],1,['01' '02' '06' '13' '15'],[]
"(922, '18181')",['03' '14'],2,['14'],1,['03'],[]
"(924, '20184')",['03' '07' '09' '12' '14'],5,['14'],1,['03' '07' '09' '12'],[]
"(926, '18688')",['12' '14' '15'],3,['14'],1,['12' '15'],[]
"(927, '17486')",['07' '09' '14'],3,['09' '14'],2,['07'],[]
"(930, '14870')",['13' '14' '15' '16' '17'],5,['13' '14' '16' '17'],4,['15'],[]
"(931, '19964')",['05' '08' '10' '14'],4,['14'],1,['05' '08' '10'],[]
"(933, '20660')",['14' '17'],2,['14'],1,['17'],[]
"(936, '20516')",['01' '02' '03' '05' '08' '12' '14' '17'],8,['14'],1,['01' '02' '03' '05' '08' '12' '17'],[]
"(947, '16643')",['01' '02' '03' '04' '05' '06' '08' '11' '12' '13' '14' '15' '16'],13,['14'],1,['01' '02' '03' '04' '05' '06' '08' '11' '12' '13' '15' '16'],[]
"(953, '16178')",['01' '02' '03' '05' '08' '10' '12' '13' '14' '16'],10,['14'],1,['01' '02' '03' '05' '08' '10' '12' '13' '16'],[]
"(957, '18133')",['01' '02' '05' '08' '12' '13' '14'],7,['14'],1,['01' '02' '05' '08' '12' '13'],[]
"(958, '18412')",['09' '14' '17'],3,['14' '17'],2,['09'],[]
"(962, '17386')",['01' '06' '10' '14' '16' '17'],6,['14'],1,['01' '06' '10' '16' '17'],[]
"(963, '19959')",['03' '04' '10' '12' '14'],5,['14'],1,['03' '04' '10' '12'],[]
"(976, '14560')",['04' '14'],2,['14'],1,['04'],[]
"(982, '19063')",['06' '07' '08' '09' '13' '14' '17'],7,['14'],1,['06' '07' '08' '09' '13' '17'],[]
"(984, '21244')",['01' '04' '05' '06' '12' '13' '14' '16'],8,['01' '04' '05' '12' '13' '14' '16'],7,['06'],[]
"(987, '15557')",['01' '02' '08' '10' '12' '13' '14'],7,['08' '12' '13' '14'],4,['01' '02' '10'],[]
"(994, '19143')",['14' '15'],2,['14'],1,['15'],[]
"(1002, '17758')",['02' '03' '08' '13' '14' '15'],6,['14'],1,['02' '03' '08' '13' '15'],[]
"(1005, '17258')","['01' '02' '03' '04' '05' '06' '07' '08' '09' '10' '11' '12' '13' '14' '15'
 '16' '17']",17,['14'],1,"['01' '02' '03' '04' '05' '06' '07' '08' '09' '10' '11' '12' '13' '15' '16'
 '17']",[]
"(1011, '19924')",['06' '14'],2,['14'],1,['06'],[]
"(1014, '20500')",['12' '14'],2,['14'],1,['12'],[]
"(1022, '19689')",['02' '08' '10' '12' '14'],5,['14'],1,['02' '08' '10' '12'],[]
"(1029, '16522')",['06' '14' '15'],3,['14'],1,['06' '15'],[]
"(1030, '20592')",['11' '12' '14' '15'],4,['14'],1,['11' '12' '15'],[]
"(1032, '20996')",['04' '06' '09' '11' '12' '14' '15'],7,['04' '06' '11' '12' '14' '15'],6,['09'],[]
"(1034, '21276')",['01' '02' '03' '10' '13' '14'],6,['01' '02' '13' '14'],4,['03' '10'],[]
"(1035, '15440')",['02' '14'],2,['14'],1,['02'],[]
"(1039, '20604')",['01' '02' '03' '14' '17'],5,['14'],1,['01' '02' '03' '17'],[]
"(1042, '19228')",['01' '02' '05' '06' '08' '09' '11' '12' '13' '14' '17'],11,['14'],1,['01' '02' '05' '06' '08' '09' '11' '12' '13' '17'],[]
"(1045, '19734')",['12' '14' '15'],3,['14'],1,['12' '15'],[]
"(1053, '20044')",['06' '07' '13' '14'],4,['14'],1,['06' '07' '13'],[]
"(1055, '17286')",['01' '02' '03' '04' '08' '13' '14'],7,['14'],1,['01' '02' '03' '04' '08' '13'],[]
"(1056, '17306')",['01' '02' '03' '04' '13' '14'],6,['14'],1,['01' '02' '03' '04' '13'],[]
"(1059, '19339')",['02' '08' '14'],3,['14'],1,['02' '08'],[]
"(1062, '20448')",['06' '12' '14'],3,['12' '14'],2,['06'],[]
"(1075, '17246')","['01' '02' '03' '04' '05' '06' '07' '08' '09' '10' '11' '12' '13' '14' '15'
 '16' '17']",17,['14'],1,"['01' '02' '03' '04' '05' '06' '07' '08' '09' '10' '11' '12' '13' '15' '16'
 '17']",[]
"(1078, '20289')",['11' '12' '14' '17'],4,['12' '14' '17'],3,['11'],[]
"(1088, '15027')",['02' '06' '08' '14' '15' '16'],6,['14' '16'],2,['02' '06' '08' '15'],[]
"(1090, '17734')",['01' '08' '12' '13' '14' '17'],6,['14'],1,['01' '08' '12' '13' '17'],[]
"(1091, '16556')",['01' '02' '12' '13' '14'],5,['01' '12' '13' '14'],4,['02'],[]
"(1097, '15551')",['02' '03' '04' '05' '06' '07' '11' '12' '13' '14' '15' '16' '17'],13,['02' '03' '05' '06' '07' '11' '12' '13' '14' '15' '16' '17'],12,['04'],[]
"(1103, '17737')",['04' '06' '08' '09' '11' '12' '14' '15' '16'],9,['14'],1,['04' '06' '08' '09' '11' '12' '15' '16'],[]
"(1109, '18400')",['13' '14'],2,['14'],1,['13'],[]
"(1111, '15668')",['02' '07' '08' '13' '14'],5,['14'],1,['02' '07' '08' '13'],[]
"(1119, '19329')",['01' '02' '03' '04' '05' '06' '07' '08' '09' '10' '11' '12' '13' '14'],14,['01' '02' '03' '05' '06' '07' '08' '09' '10' '11' '12' '13' '14'],13,['04'],[]
"(1127, '16954')",['02' '08' '12' '13' '14' '17'],6,['14'],1,['02' '08' '12' '13' '17'],[]
"(1128, '18265')",['01' '02' '05' '08' '12' '14' '15'],7,['14'],1,['01' '02' '05' '08' '12' '15'],[]
"(1131, '16054')",['02' '03' '08' '12' '13' '14'],6,['14'],1,['02' '03' '08' '12' '13'],[]
"(1132, '20194')",['03' '07' '08' '09' '11' '12' '13' '14'],8,['14'],1,['03' '07' '08' '09' '11' '12' '13'],[]
"(1135, '18130')",['12' '14'],2,['14'],1,['12'],[]
"(1156, '15242')",['01' '03' '04' '05' '06' '07' '08' '09' '11' '12' '13' '14' '15' '16' '17'],15,['01' '03' '04' '05' '06' '07' '08' '11' '12' '13' '14' '15' '16' '17'],14,['09'],[]
"(1158, '18115')",['02' '08' '12' '14' '15'],5,['14'],1,['02' '08' '12' '15'],[]
"(1162, '21444')",['01' '05' '09' '14'],4,['01' '05' '14'],3,['09'],[]
"(1163, '16026')",['01' '02' '03' '04' '06' '07' '08' '09' '11' '12' '14'],11,['02' '04' '06' '07' '09' '12' '14'],7,['01' '03' '08' '11'],[]
"(1164, '21184')",['02' '12' '14' '17'],4,['12' '14' '17'],3,['02'],[]
"(1165, '20644')",['01' '02' '03' '14' '17'],5,['14'],1,['01' '02' '03' '17'],[]
"(1170, '18472')",['05' '08' '12' '14' '16' '17'],6,['14' '17'],2,['05' '08' '12' '16'],[]
"(1179, '18823')",['01' '02' '13' '14' '15' '17'],6,['14'],1,['01' '02' '13' '15' '17'],[]
"(1182, '16118')",['01' '02' '03' '04' '05' '06' '08' '10' '12' '13' '14' '16' '17'],13,['14'],1,['01' '02' '03' '04' '05' '06' '08' '10' '12' '13' '16' '17'],[]
"(1184, '21292')",['01' '02' '03' '05' '12' '13' '14'],7,['14'],1,['01' '02' '03' '05' '12' '13'],[]
"(1186, '18588')",['14' '15'],2,['14'],1,['15'],[]
"(1191, '17498')",['01' '02' '03' '06' '12' '13' '14' '15'],8,['14'],1,['01' '02' '03' '06' '12' '13' '15'],[]
"(1192, '21656')",['02' '13' '14' '17'],4,['14'],1,['02' '13' '17'],[]
"(1196, '21560')",['01' '02' '08' '09' '13' '14'],6,['14'],1,['01' '02' '08' '09' '13'],[]
"(1201, '19078')",['02' '14'],2,['14'],1,['02'],[]
"(1206, '15974')",['02' '05' '07' '13' '14'],5,['02' '14'],2,['05' '07' '13'],[]
"(1208, '21240')",['02' '04' '06' '07' '08' '09' '11' '12' '13' '14' '16' '17'],12,['14'],1,['02' '04' '06' '07' '08' '09' '11' '12' '13' '16' '17'],[]
"(1209, '20369')",['06' '13' '14'],3,['14'],1,['06' '13'],[]
"(1211, '17206')",['09' '11' '13' '14'],4,['14'],1,['09' '11' '13'],[]
"(1212, '20324')",['01' '03' '05' '14' '17'],5,['01' '14' '17'],3,['03' '05'],[]
"(1213, '19789')",['06' '14' '15'],3,['14'],1,['06' '15'],[]
"(1215, '18127')",['14' '15'],2,['14'],1,['15'],[]
"(1216, '17482')",['02' '14' '15'],3,['14'],1,['02' '15'],[]
"(1220, '20009')",['06' '07' '13' '14'],4,['14'],1,['06' '07' '13'],[]
"(1224, '21248')",['08' '14'],2,['14'],1,['08'],[]
"(1225, '15982')",['14' '15'],2,['14'],1,['15'],[]
"(1228, '15910')",['01' '02' '05' '07' '08' '09' '14' '16' '17'],9,['14'],1,['01' '02' '05' '07' '08' '09' '16' '17'],[]
"(1235, '18538')",['14' '15'],2,['14'],1,['15'],[]
"(1241, '14827')",['02' '13' '14'],3,['14'],1,['02' '13'],[]
"(1244, '19854')",['03' '08' '11' '12' '13' '14' '15' '16' '17'],9,['14'],1,['03' '08' '11' '12' '13' '15' '16' '17'],[]
"(1245, '18469')",['02' '12' '14' '17'],4,['14' '17'],2,['02' '12'],[]
"(1248, '16322')",['02' '05' '08' '12' '14'],5,['14'],1,['02' '05' '08' '12'],[]
"(1250, '21416')",['01' '05' '06' '07' '11' '12' '13' '14' '15' '16' '17'],11,['14'],1,['01' '05' '06' '07' '11' '12' '13' '15' '16' '17'],[]
"(1251, '20124')",['01' '02' '08' '14'],4,['14'],1,['01' '02' '08'],[]
"(1267, '15611')",['02' '03' '06' '07' '08' '11' '12' '13' '14' '15'],10,['02' '06' '07' '12' '13' '14'],6,['03' '08' '11' '15'],[]
"(1268, '18292')",['01' '02' '12' '13' '14' '17'],6,['14'],1,['01' '02' '12' '13' '17'],[]
"(1275, '18708')",['02' '12' '14' '15'],4,['14'],1,['02' '12' '15'],[]
"(1277, '19864')",['01' '05' '08' '10' '12' '13' '14'],7,['14'],1,['01' '05' '08' '10' '12' '13'],[]
"(1280, '16778')",['01' '03' '12' '13' '14'],5,['01' '12' '13' '14'],4,['03'],[]
"(1281, '20014')",['13' '14' '15'],3,['14'],1,['13' '15'],[]
"(1282, '20596')",['01' '02' '03' '09' '14' '17'],6,['14'],1,['01' '02' '03' '09' '17'],[]
"(1288, '15039')",['06' '07' '11' '12' '13' '14' '15'],7,['14'],1,['06' '07' '11' '12' '13' '15'],[]
"(1293, '15826')",['01' '08' '09' '10' '11' '12' '13' '14' '17'],9,['14'],1,['01' '08' '09' '10' '11' '12' '13' '17'],[]
"(1299, '14849')",['02' '13' '14'],3,['14'],1,['02' '13'],[]
"(1311, '18863')",['03' '06' '11' '14' '15' '17'],6,['14'],1,['03' '06' '11' '15' '17'],[]
"(1318, '21256')",['08' '12' '14' '15' '17'],5,['14'],1,['08' '12' '15' '17'],[]
"(1324, '19168')",['02' '12' '14'],3,['14'],1,['02' '12'],[]
"(1325, '15515')",['03' '14'],2,['14'],1,['03'],[]
"(1328, '21104')",['01' '12' '13' '14'],4,['01' '12' '14'],3,['13'],[]
"(1330, '14427')",['02' '08' '12' '13' '14'],5,['02' '08' '12' '14'],4,['13'],[]
"(1333, '21288')",['02' '14'],2,['14'],1,['02'],[]
"(1337, '18833')",['12' '14' '17'],3,['14'],1,['12' '17'],[]
"(1338, '16758')",['01' '02' '03' '05' '06' '07' '08' '10' '12' '13' '14' '16' '17'],13,['14'],1,['01' '02' '03' '05' '06' '07' '08' '10' '12' '13' '16' '17'],[]
